FY 2025 IPPS/LTCH PPS Final Rule: Hospital Readmissions Reduction Program Supplemental Data            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital CNN,  Payment adjustment factor ,Payment reduction percentage,Dual proportion,Peer group assignment,Neutrality modifier ,Number of eligible discharges for AMI,ERR for AMI,Peer group median ERR for AMI,Penalty indicator for AMI,DRG payment ratio for AMI,Number of eligible discharges for COPD,ERR for COPD,Peer group median ERR for COPD,Penalty indicator for COPD,DRG payment ratio for COPD,Number of eligible discharges for HF,ERR for HF,Peer group median ERR for HF,Penalty indicator for HF,DRG payment ratio for HF,Number of eligible discharges for pneumonia,ERR for pneumonia,Peer group median ERR for pneumonia,Penalty indicator for pneumonia,DRG payment ratio for pneumonia,Number of eligible discharges for CABG,ERR for CABG,Peer group median ERR for CABG,Penalty indicator for CABG,DRG payment ratio for CABG,Number of eligible discharges for THA/TKA,ERR for THA/TKA,Peer group median ERR for THA/TKA,Penalty indicator for THA/TKA,DRG payment ratio for THA/TKA,
100313,0.9998,0.02%,0.1435,1,0.9652,,,0.9957,N,,18,1.0196,0.9940,N,0.0295,36,0.9708,0.9947,N,0.0713,42,0.9969,0.9944,Y,0.0813,,,0.9982,N,,2,0.9934,0.9913,N,0.0063,
100314,1.0000,0.00%,0.4446,5,0.9652,1,0.9955,1.0014,N,0.0003,41,1.0024,1.0059,N,0.0072,172,1.0074,1.0188,N,0.0349,225,0.9361,1.0110,N,0.0531,,,1.0032,N,,,,0.9925,N,,
100315,1.0000,0.00%,0.0745,1,0.9652,22,0.9971,0.9957,N,0.0038,89,0.8517,0.9940,N,0.0113,242,0.8061,0.9947,N,0.0312,279,0.8467,0.9944,N,0.0411,,,0.9982,N,,93,0.7965,0.9913,N,0.0181,
100316,1.0000,0.00%,0.1740,2,0.9652,55,0.9344,0.9956,N,0.0100,152,0.8626,0.9942,N,0.0186,231,0.8796,0.9875,N,0.0326,275,0.9876,0.9895,N,0.0452,,,0.9966,N,,39,0.9030,0.9888,N,0.0081,
100319,0.9978,0.22%,0.1107,1,0.9652,113,0.8879,0.9957,N,0.0168,103,1.0144,0.9940,Y,0.0102,405,1.0121,0.9947,Y,0.0478,350,0.9258,0.9944,N,0.0485,1,0.9935,0.9982,N,0.0007,46,1.1473,0.9913,Y,0.0079,
100320,0.9949,0.51%,0.2019,3,0.9652,37,0.9834,0.9958,N,0.0147,34,0.9715,0.9924,N,0.0190,95,1.0753,0.9955,Y,0.0394,117,1.0275,0.9912,Y,0.0587,,,0.9943,N,,4,0.9845,0.9963,N,0.0023,
100321,0.9950,0.50%,0.0974,1,0.9652,131,1.0480,0.9957,Y,0.0220,121,1.0152,0.9940,Y,0.0142,359,1.0447,0.9947,Y,0.0457,444,1.0162,0.9944,Y,0.0670,,,0.9982,N,,49,0.9929,0.9913,Y,0.0086,
100329,0.9981,0.19%,0.1382,1,0.9652,13,1.0181,0.9957,N,0.0045,36,1.0384,0.9940,Y,0.0122,107,1.0306,0.9947,Y,0.0330,107,0.9586,0.9944,N,0.0354,,,0.9982,N,,45,1.0010,0.9913,Y,0.0203,
100330,0.9975,0.25%,0.1937,3,0.9652,2,1.0182,0.9958,N,0.0022,18,1.0438,0.9924,N,0.0176,33,1.0145,0.9955,Y,0.0262,50,1.0340,0.9912,Y,0.0488,,,0.9943,N,,1,0.9970,0.9963,N,0.0013,
100350,0.9980,0.20%,0.1967,3,0.9652,5,1.0517,0.9958,N,0.0040,7,1.0147,0.9924,N,0.0096,36,1.0126,0.9955,Y,0.0320,44,1.0212,0.9912,Y,0.0519,,,0.9943,N,,3,0.9892,0.9963,N,0.0043,
100359,0.9982,0.18%,0.0603,1,0.9652,103,0.9611,0.9957,N,0.0150,117,1.0077,0.9940,Y,0.0135,379,1.0312,0.9947,Y,0.0469,336,0.8444,0.9944,N,0.0438,,,0.9982,N,,51,0.9632,0.9913,N,0.0093,
100360,1.0000,0.00%,0.2495,4,0.9652,1,0.9979,0.9972,N,0.0006,6,1.0143,0.9969,N,0.0056,10,1.0176,1.0032,N,0.0133,13,0.9884,1.0002,N,0.0192,,,1.0061,N,,4,1.0508,0.9901,N,0.0065,
100361,1.0000,0.00%,0.0474,1,0.9652,3,1.0103,0.9957,N,0.0076,7,1.0178,0.9940,N,0.0103,24,1.0166,0.9947,N,0.0521,39,0.9855,0.9944,N,0.0933,,,0.9982,N,,2,0.9934,0.9913,N,0.0070,
100362,1.0000,0.00%,0.1583,2,0.9652,,,0.9956,N,,1,1.0117,0.9942,N,0.0152,3,1.0048,0.9875,N,0.0543,3,0.9924,0.9895,N,0.0645,,,0.9966,N,,,,0.9888,N,,
110001,0.9977,0.23%,0.1484,2,0.9652,157,0.9806,0.9956,N,0.0267,116,1.0640,0.9942,Y,0.0102,414,0.9519,0.9875,N,0.0432,344,1.0016,0.9895,Y,0.0367,29,1.1242,0.9966,Y,0.0098,10,1.0320,0.9888,N,0.0014,
110002,0.9954,0.46%,0.1934,3,0.9652,51,1.0768,0.9958,Y,0.0209,50,0.9625,0.9924,N,0.0146,77,1.0243,0.9955,Y,0.0234,102,1.0604,0.9912,Y,0.0341,,,0.9943,N,,22,1.0012,0.9963,N,0.0101,
110003,0.9991,0.09%,0.2702,4,0.9652,82,1.0254,0.9972,Y,0.0216,52,1.0318,0.9969,Y,0.0091,198,1.0029,1.0032,N,0.0387,246,0.9374,1.0002,N,0.0584,,,1.0061,N,,13,0.9473,0.9901,N,0.0036,
110005,1.0000,0.00%,0.0679,1,0.9652,160,0.9106,0.9957,N,0.0127,137,0.9108,0.9940,N,0.0062,593,0.9663,0.9947,N,0.0340,540,0.9891,0.9944,N,0.0332,,,0.9982,N,,196,0.8814,0.9913,N,0.0152,
110006,0.9989,0.11%,0.1338,1,0.9652,133,0.9796,0.9957,N,0.0190,60,0.9997,0.9940,Y,0.0055,203,1.0334,0.9947,Y,0.0207,184,1.0074,0.9944,Y,0.0243,,,0.9982,N,,260,0.9448,0.9913,N,0.0392,
110007,0.9938,0.62%,0.2145,3,0.9652,176,1.1009,0.9958,Y,0.0253,229,1.1133,0.9924,Y,0.0155,432,1.0259,0.9955,Y,0.0307,314,0.9273,0.9912,N,0.0255,89,1.0277,0.9943,Y,0.0261,27,1.0456,0.9963,Y,0.0027,
110008,0.9975,0.25%,0.0720,1,0.9652,174,0.8818,0.9957,N,0.0150,175,1.0323,0.9940,Y,0.0105,551,0.9613,0.9947,N,0.0349,514,1.0479,0.9944,Y,0.0365,,,0.9982,N,,71,1.0224,0.9913,Y,0.0060,
110010,0.9992,0.08%,0.1301,1,0.9652,109,0.9628,0.9957,N,0.0076,74,0.8938,0.9940,N,0.0019,556,1.0081,0.9947,Y,0.0183,383,1.0356,0.9944,Y,0.0129,43,0.9855,0.9982,N,0.0057,44,1.0243,0.9913,Y,0.0019,
110011,0.9980,0.20%,0.1572,2,0.9652,150,0.9984,0.9956,Y,0.0223,115,0.9626,0.9942,N,0.0101,287,1.0424,0.9875,Y,0.0312,312,0.9977,0.9895,Y,0.0398,4,1.0214,0.9966,N,0.0026,11,0.9593,0.9888,N,0.0018,
110015,0.9907,0.93%,0.1309,1,0.9652,53,1.0477,0.9957,Y,0.0216,66,1.0284,0.9940,Y,0.0193,122,1.1228,0.9947,Y,0.0411,126,1.0503,0.9944,Y,0.0459,,,0.9982,N,,1,0.9953,0.9913,N,0.0005,
110016,0.9959,0.41%,0.1871,2,0.9652,69,1.0208,0.9956,Y,0.0130,89,0.9275,0.9942,N,0.0115,342,1.0679,0.9875,Y,0.0486,211,0.9835,0.9895,N,0.0364,,,0.9966,N,,3,0.9839,0.9888,N,0.0006,
110018,0.9973,0.27%,0.1608,2,0.9652,22,0.9725,0.9956,N,0.0048,66,0.9649,0.9942,N,0.0129,212,1.0388,0.9875,Y,0.0439,130,0.9816,0.9895,N,0.0361,,,0.9966,N,,28,1.0496,0.9888,Y,0.0094,
110023,0.9997,0.03%,0.1481,2,0.9652,30,1.0252,0.9956,Y,0.0089,50,0.9891,0.9942,N,0.0107,156,0.9791,0.9875,N,0.0347,210,0.9733,0.9895,N,0.0553,,,0.9966,N,,5,1.0447,0.9888,N,0.0020,
110024,0.9989,0.11%,0.1520,2,0.9652,4,0.9854,0.9956,N,0.0006,121,0.9542,0.9942,N,0.0143,175,0.9221,0.9875,N,0.0244,190,1.0224,0.9895,Y,0.0343,,,0.9966,N,,,,0.9888,N,,
110025,0.9934,0.66%,0.1591,2,0.9652,114,0.9519,0.9956,N,0.0113,159,1.0284,0.9942,Y,0.0126,545,0.9957,0.9875,Y,0.0421,489,1.0600,0.9895,Y,0.0480,,,0.9966,N,,115,1.1987,0.9888,Y,0.0128,
110027,0.9970,0.30%,0.1457,1,0.9652,4,1.0066,0.9957,N,0.0032,62,0.9617,0.9940,N,0.0328,78,1.0637,0.9947,Y,0.0452,115,0.9858,0.9944,N,0.0758,,,0.9982,N,,13,1.0109,0.9913,N,0.0119,
110028,0.9974,0.26%,0.1592,2,0.9652,373,0.9347,0.9956,N,0.0280,185,0.9788,0.9942,N,0.0060,977,1.0108,0.9875,Y,0.0417,547,1.0038,0.9895,Y,0.0226,126,1.0692,0.9966,Y,0.0179,85,1.0167,0.9888,Y,0.0049,
110029,0.9954,0.46%,0.1149,1,0.9652,705,0.8373,0.9957,N,0.0332,490,0.9687,0.9940,N,0.0105,"1,460",0.9473,0.9947,N,0.0365,"1,110",0.9518,0.9944,N,0.0273,325,1.1437,0.9982,Y,0.0312,49,1.1577,0.9913,Y,0.0016,
110030,0.9944,0.56%,0.1339,1,0.9652,83,1.0440,0.9957,Y,0.0204,84,0.9309,0.9940,N,0.0113,284,1.0599,0.9947,Y,0.0501,248,1.0258,0.9944,Y,0.0479,,,0.9982,N,,35,0.9288,0.9913,N,0.0084,
110031,0.9949,0.51%,0.1906,2,0.9652,88,1.2268,0.9956,Y,0.0186,97,1.0030,0.9942,Y,0.0172,196,1.0129,0.9875,Y,0.0335,187,0.9760,0.9895,N,0.0426,,,0.9966,N,,15,0.9976,0.9888,N,0.0039,
110032,0.9973,0.27%,0.1927,2,0.9652,6,1.0027,0.9956,N,0.0051,40,1.0456,0.9942,Y,0.0207,71,0.9813,0.9875,N,0.0420,81,1.0171,0.9895,Y,0.0610,,,0.9966,N,,4,0.9847,0.9888,N,0.0042,
110034,0.9977,0.23%,0.2301,3,0.9652,117,0.9811,0.9958,N,0.0163,70,1.0395,0.9924,Y,0.0045,208,1.0921,0.9955,Y,0.0142,178,1.0205,0.9912,Y,0.0150,71,1.0147,0.9943,Y,0.0160,3,0.9909,0.9963,N,0.0003,
110035,0.9993,0.07%,0.0983,1,0.9652,343,0.8784,0.9957,N,0.0206,234,0.9548,0.9940,N,0.0050,"1,240",0.9070,0.9947,N,0.0336,916,0.9689,0.9944,N,0.0262,277,1.0150,0.9982,Y,0.0282,38,1.1329,0.9913,Y,0.0014,
110036,0.9955,0.45%,0.1792,2,0.9652,252,1.1229,0.9956,Y,0.0158,67,1.0593,0.9942,Y,0.0031,493,0.9567,0.9875,N,0.0203,481,0.9711,0.9895,N,0.0243,84,1.0819,0.9966,Y,0.0110,131,1.2173,0.9888,Y,0.0066,
110038,0.9979,0.21%,0.2304,3,0.9652,139,0.9859,0.9958,N,0.0267,61,1.0250,0.9924,Y,0.0087,284,1.0043,0.9955,Y,0.0384,247,0.9324,0.9912,N,0.0336,,,0.9943,N,,38,1.2325,0.9963,Y,0.0064,
110041,1.0000,0.00%,0.1589,2,0.9652,,,0.9956,N,,29,0.9696,0.9942,N,0.0195,42,0.9600,0.9875,N,0.0319,86,0.9873,0.9895,N,0.0670,,,0.9966,N,,3,1.0681,0.9888,N,0.0034,
110042,0.9898,1.02%,0.0981,1,0.9652,87,0.9642,0.9957,N,0.0159,139,1.0182,0.9940,Y,0.0140,621,1.0517,0.9947,Y,0.0789,421,1.0977,0.9944,Y,0.0555,,,0.9982,N,,,,0.9913,N,,
110043,0.9984,0.16%,0.1156,1,0.9652,168,0.9836,0.9957,N,0.0248,128,0.9557,0.9940,N,0.0095,361,0.9996,0.9947,Y,0.0260,224,1.0745,0.9944,Y,0.0192,100,0.8609,0.9982,N,0.0264,67,0.9824,0.9913,N,0.0069,
110044,0.9978,0.22%,0.2697,4,0.9652,8,0.9758,0.9972,N,0.0047,38,1.0318,0.9969,Y,0.0213,63,1.0504,1.0032,Y,0.0324,60,0.9914,1.0002,N,0.0329,,,1.0061,N,,4,0.9881,0.9901,N,0.0033,
110045,0.9976,0.24%,0.1988,3,0.9652,4,1.0114,0.9958,N,0.0014,25,1.0234,0.9924,Y,0.0212,23,0.9893,0.9955,N,0.0232,62,1.0199,0.9912,Y,0.0634,,,0.9943,N,,,,0.9963,N,,
110046,0.9982,0.18%,0.1607,2,0.9652,15,1.0038,0.9956,N,0.0042,52,1.0188,0.9942,Y,0.0163,179,1.0205,0.9875,Y,0.0459,160,0.9645,0.9895,N,0.0542,,,0.9966,N,,15,1.0930,0.9888,N,0.0073,
110050,0.9999,0.01%,0.1804,2,0.9652,,,0.9956,N,,29,0.9966,0.9942,Y,0.0297,62,0.9756,0.9875,N,0.0682,102,0.9207,0.9895,N,0.1378,,,0.9966,N,,,,0.9888,N,,
110051,0.9959,0.41%,0.1252,1,0.9652,10,0.9676,0.9957,N,0.0039,76,0.9893,0.9940,N,0.0178,163,1.0195,0.9947,Y,0.0452,230,0.9671,0.9944,N,0.0632,,,0.9982,N,,54,1.1182,0.9913,Y,0.0250,
110054,0.9978,0.22%,0.1839,2,0.9652,164,1.0516,0.9956,Y,0.0195,214,1.0253,0.9942,Y,0.0154,424,0.9673,0.9875,N,0.0372,407,0.9992,0.9895,Y,0.0370,,,0.9966,N,,36,1.0614,0.9888,Y,0.0043,
110064,0.9999,0.01%,0.2017,3,0.9652,77,0.9664,0.9958,N,0.0072,79,1.0147,0.9924,Y,0.0069,182,0.9844,0.9955,N,0.0139,287,0.9720,0.9912,N,0.0315,,,0.9943,N,,,,0.9963,N,,
110069,0.9911,0.89%,0.1757,2,0.9652,179,1.1214,0.9956,Y,0.0210,205,0.9845,0.9942,N,0.0149,446,0.9157,0.9875,N,0.0379,463,1.1346,0.9895,Y,0.0442,,,0.9966,N,,112,1.0007,0.9888,Y,0.0145,
110071,1.0000,0.00%,0.3879,5,0.9652,3,1.0136,1.0014,N,0.0076,11,1.0055,1.0059,N,0.0280,6,0.9971,1.0188,N,0.0141,36,0.9985,1.0110,N,0.1097,,,1.0032,N,,,,0.9925,N,,
110073,0.9990,0.10%,0.2890,4,0.9652,3,0.9922,0.9972,N,0.0039,27,1.0217,0.9969,Y,0.0398,22,1.0042,1.0032,N,0.0305,38,0.9988,1.0002,N,0.0485,,,1.0061,N,,,,0.9901,N,,
110074,0.9971,0.29%,0.1538,2,0.9652,302,1.0323,0.9956,Y,0.0241,222,1.0070,0.9942,Y,0.0083,943,1.0151,0.9875,Y,0.0402,544,0.9972,0.9895,Y,0.0279,143,1.0271,0.9966,Y,0.0225,11,0.9581,0.9888,N,0.0007,
110075,0.9974,0.26%,0.2008,3,0.9652,87,1.0924,0.9958,Y,0.0170,77,1.0316,0.9924,Y,0.0104,249,1.0077,0.9955,Y,0.0390,221,0.9683,0.9912,N,0.0405,,,0.9943,N,,37,1.0209,0.9963,Y,0.0085,
110076,0.9952,0.48%,0.2092,3,0.9652,89,1.0565,0.9958,Y,0.0127,63,1.0031,0.9924,Y,0.0060,266,1.0527,0.9955,Y,0.0289,182,0.9781,0.9912,N,0.0229,,,0.9943,N,,68,1.2468,0.9963,Y,0.0101,
110078,0.9971,0.29%,0.2164,3,0.9652,91,0.9548,0.9958,N,0.0120,78,1.0186,0.9924,Y,0.0041,404,1.1135,0.9955,Y,0.0237,152,0.9972,0.9912,Y,0.0096,95,0.9501,0.9943,N,0.0189,32,1.0204,0.9963,Y,0.0023,
110079,0.9983,0.17%,0.3096,4,0.9652,36,1.0283,0.9972,Y,0.0039,32,0.9849,0.9969,N,0.0019,205,1.1354,1.0032,Y,0.0122,125,0.9566,1.0002,N,0.0111,5,1.0144,1.0061,N,0.0013,11,1.0360,0.9901,N,0.0010,
110082,0.9972,0.28%,0.0775,1,0.9652,182,1.0075,0.9957,Y,0.0218,91,0.9917,0.9940,N,0.0035,754,1.0145,0.9947,Y,0.0384,406,0.9933,0.9944,N,0.0225,267,1.0399,0.9982,Y,0.0458,28,0.8894,0.9913,N,0.0019,
110083,1.0000,0.00%,0.1075,1,0.9652,364,0.9865,0.9957,N,0.0233,81,0.9714,0.9940,N,0.0022,927,0.9455,0.9947,N,0.0288,302,0.9298,0.9944,N,0.0101,356,0.9450,0.9982,N,0.0328,56,0.9862,0.9913,N,0.0020,
110086,1.0000,0.00%,0.2536,4,0.9652,,,0.9972,N,,9,0.9954,0.9969,N,0.0237,16,0.9912,1.0032,N,0.0399,44,0.9905,1.0002,N,0.1234,,,1.0061,N,,,,0.9901,N,,
110087,0.9978,0.22%,0.1333,1,0.9652,191,0.9285,0.9957,N,0.0193,159,0.9996,0.9940,Y,0.0062,607,1.0738,0.9947,Y,0.0287,585,0.9412,0.9944,N,0.0305,153,0.9369,0.9982,N,0.0264,68,0.8623,0.9913,N,0.0042,
110089,0.9953,0.47%,0.2566,4,0.9652,34,1.0440,0.9972,Y,0.0152,84,1.0978,0.9969,Y,0.0189,114,0.9903,1.0032,N,0.0360,159,1.0566,1.0002,Y,0.0398,,,1.0061,N,,2,0.9914,0.9901,N,0.0009,
110091,0.9952,0.48%,0.1641,2,0.9652,80,0.9833,0.9956,N,0.0157,54,1.0495,0.9942,Y,0.0072,259,0.9762,0.9875,N,0.0410,205,1.0927,0.9895,Y,0.0440,,,0.9966,N,,8,0.9655,0.9888,N,0.0018,
110092,1.0000,0.00%,0.3180,5,0.9652,,,1.0014,N,,25,0.9368,1.0059,N,0.0213,22,0.9867,1.0188,N,0.0237,46,0.9915,1.0110,N,0.0497,,,1.0032,N,,3,1.0572,0.9925,N,0.0049,
110095,0.9965,0.35%,0.2522,4,0.9652,81,0.9595,0.9972,N,0.0143,127,1.0150,0.9969,Y,0.0150,226,1.0479,1.0032,Y,0.0308,226,1.0552,1.0002,Y,0.0355,,,1.0061,N,,21,0.9810,0.9901,N,0.0047,
110100,1.0000,0.00%,0.2408,3,0.9652,2,0.9944,0.9958,N,0.0089,4,1.0032,0.9924,N,0.0115,12,0.9799,0.9955,N,0.0407,22,0.9801,0.9912,N,0.0755,,,0.9943,N,,,,0.9963,N,,
110101,1.0000,0.00%,0.2364,3,0.9652,,,0.9958,N,,7,0.9832,0.9924,N,0.0321,11,1.0331,0.9955,N,0.0554,13,1.0023,0.9912,N,0.0591,,,0.9943,N,,3,1.1336,0.9963,N,0.0236,
110104,0.9975,0.25%,0.2471,4,0.9652,11,1.0052,0.9972,N,0.0044,59,0.9891,0.9969,N,0.0221,77,0.9623,1.0032,N,0.0310,111,1.0486,1.0002,Y,0.0541,,,1.0061,N,,6,1.1484,0.9901,N,0.0037,
110105,0.9864,1.36%,0.2524,4,0.9652,26,0.9390,0.9972,N,0.0061,82,1.1058,0.9969,Y,0.0156,181,1.1491,1.0032,Y,0.0375,150,1.1731,1.0002,Y,0.0403,,,1.0061,N,,18,1.0721,0.9901,N,0.0057,
110107,1.0000,0.00%,0.1917,2,0.9652,391,0.9848,0.9956,N,0.0328,131,0.9776,0.9942,N,0.0045,493,0.9560,0.9875,N,0.0252,343,0.9882,0.9895,N,0.0181,203,0.9650,0.9966,N,0.0314,79,0.9297,0.9888,N,0.0049,
110109,0.9985,0.15%,0.2983,4,0.9652,3,0.9901,0.9972,N,0.0036,37,0.9707,0.9969,N,0.0377,71,1.0215,1.0032,Y,0.0838,45,0.9726,1.0002,N,0.0633,,,1.0061,N,,,,0.9901,N,,
110111,0.9956,0.44%,0.2009,3,0.9652,,,0.9958,N,,16,0.9960,0.9924,N,0.0234,18,0.9998,0.9955,N,0.0290,41,1.0679,0.9912,Y,0.0598,,,0.9943,N,,6,0.9754,0.9963,N,0.0186,
110113,1.0000,0.00%,0.1320,1,0.9652,1,0.9964,0.9957,N,0.0026,4,0.9927,0.9940,N,0.0047,2,0.9947,0.9947,N,0.0028,17,0.9982,0.9944,N,0.0222,,,0.9982,N,,2,1.0523,0.9913,N,0.0062,
110121,1.0000,0.00%,0.1641,2,0.9652,10,0.9905,0.9956,N,0.0268,12,1.0367,0.9942,N,0.0248,20,0.9798,0.9875,N,0.0490,18,0.9954,0.9895,N,0.0381,,,0.9966,N,,,,0.9888,N,,
110122,0.9955,0.45%,0.2328,3,0.9652,200,1.0519,0.9958,Y,0.0247,190,1.0244,0.9924,Y,0.0116,474,1.0816,0.9955,Y,0.0338,554,0.9705,0.9912,N,0.0496,63,0.9267,0.9943,N,0.0176,13,1.1756,0.9963,N,0.0016,
110124,0.9997,0.03%,0.2311,3,0.9652,2,0.9908,0.9958,N,0.0008,31,1.0130,0.9924,Y,0.0159,46,0.9963,0.9955,Y,0.0176,115,0.9488,0.9912,N,0.0569,,,0.9943,N,,19,1.0892,0.9963,N,0.0146,
110125,0.9973,0.27%,0.2203,3,0.9652,65,1.0178,0.9958,Y,0.0142,62,1.0053,0.9924,Y,0.0122,204,1.0278,0.9955,Y,0.0326,320,1.0092,0.9912,Y,0.0685,,,0.9943,N,,2,1.0574,0.9963,N,0.0009,
110128,0.9992,0.08%,0.2157,3,0.9652,66,0.9657,0.9958,N,0.0344,37,1.0509,0.9924,Y,0.0148,129,0.9275,0.9955,N,0.0582,90,0.9607,0.9912,N,0.0517,,,0.9943,N,,2,0.9961,0.9963,N,0.0013,
110129,0.9997,0.03%,0.1628,2,0.9652,194,0.9389,0.9956,N,0.0356,125,0.9606,0.9942,N,0.0121,511,0.9236,0.9875,N,0.0459,305,0.9994,0.9895,Y,0.0318,92,0.9858,0.9966,N,0.0344,59,0.8924,0.9888,N,0.0077,
110132,0.9993,0.07%,0.2399,3,0.9652,5,1.0034,0.9958,N,0.0063,16,0.9735,0.9924,N,0.0168,27,1.0156,0.9955,Y,0.0319,69,0.9923,0.9912,Y,0.0809,,,0.9943,N,,,,0.9963,N,,
110135,0.9973,0.27%,0.2255,3,0.9652,3,0.9895,0.9958,N,0.0025,29,0.9967,0.9924,Y,0.0329,36,1.0645,0.9955,Y,0.0344,60,0.9957,0.9912,Y,0.0653,,,0.9943,N,,15,0.9531,0.9963,N,0.0258,
110142,1.0000,0.00%,0.2471,4,0.9652,3,0.9910,0.9972,N,0.0057,7,0.9986,0.9969,N,0.0125,10,0.9756,1.0032,N,0.0191,50,0.9740,1.0002,N,0.1093,,,1.0061,N,,,,0.9901,N,,
110143,0.9977,0.23%,0.1816,2,0.9652,72,1.0193,0.9956,Y,0.0079,74,1.0004,0.9942,Y,0.0046,449,1.0004,0.9875,Y,0.0364,333,0.9886,0.9895,N,0.0300,,,0.9966,N,,47,1.3185,0.9888,Y,0.0052,
110146,0.9991,0.09%,0.1546,2,0.9652,3,0.9945,0.9956,N,0.0021,23,0.9794,0.9942,N,0.0169,61,1.0070,0.9875,Y,0.0471,74,0.9022,0.9895,N,0.0699,,,0.9966,N,,13,1.0365,0.9888,N,0.0169,
110150,0.9989,0.11%,0.2232,3,0.9652,13,0.9814,0.9958,N,0.0050,41,1.0250,0.9924,Y,0.0188,98,0.9320,0.9955,N,0.0441,104,1.0005,0.9912,Y,0.0571,,,0.9943,N,,4,0.9897,0.9963,N,0.0032,
110153,0.9928,0.72%,0.1997,3,0.9652,18,1.0045,0.9958,N,0.0129,41,0.9814,0.9924,N,0.0264,70,0.9804,0.9955,N,0.0480,99,0.9658,0.9912,N,0.0698,,,0.9943,N,,66,1.0868,0.9963,Y,0.0819,
110161,0.9981,0.19%,0.1139,1,0.9652,69,1.0495,0.9957,Y,0.0067,72,1.1330,0.9940,Y,0.0045,329,0.9908,0.9947,N,0.0209,402,1.0305,0.9944,Y,0.0277,1,0.9981,0.9982,N,0.0002,213,0.9536,0.9913,N,0.0177,
110164,0.9971,0.29%,0.1901,2,0.9652,135,0.9371,0.9956,N,0.0253,85,0.9574,0.9942,N,0.0080,214,1.0480,0.9875,Y,0.0233,253,1.0273,0.9895,Y,0.0348,70,1.0091,0.9966,Y,0.0249,6,0.9799,0.9888,N,0.0008,
110165,1.0000,0.00%,0.3174,4,0.9652,16,1.0331,0.9972,N,0.0089,18,1.0331,0.9969,N,0.0061,94,0.9785,1.0032,N,0.0303,59,0.9945,1.0002,N,0.0366,,,1.0061,N,,4,0.9799,0.9901,N,0.0021,
110168,0.9954,0.46%,0.1288,1,0.9652,366,1.0461,0.9957,Y,0.0429,125,1.0341,0.9940,Y,0.0078,662,0.9462,0.9947,N,0.0468,458,1.0081,0.9944,Y,0.0383,122,1.0239,0.9982,Y,0.0286,90,1.1119,0.9913,Y,0.0081,
110177,0.9975,0.25%,0.1859,2,0.9652,72,0.9259,0.9956,N,0.0073,84,0.9758,0.9942,N,0.0066,214,1.0820,0.9875,Y,0.0162,283,0.9828,0.9895,N,0.0304,,,0.9966,N,,55,1.1602,0.9888,Y,0.0060,
110184,0.9987,0.13%,0.1610,2,0.9652,54,1.0738,0.9956,Y,0.0137,55,1.0329,0.9942,Y,0.0081,303,0.8885,0.9875,N,0.0573,209,0.9421,0.9895,N,0.0479,,,0.9966,N,,5,1.0503,0.9888,N,0.0018,
110191,0.9939,0.61%,0.1581,2,0.9652,96,0.9564,0.9956,N,0.0114,102,1.0237,0.9942,Y,0.0070,501,1.0938,0.9875,Y,0.0384,260,1.0715,0.9895,Y,0.0246,,,0.9966,N,,28,0.8838,0.9888,N,0.0035,
110192,0.9933,0.67%,0.1628,2,0.9652,96,0.9633,0.9956,N,0.0198,81,1.0541,0.9942,Y,0.0100,240,1.0245,0.9875,Y,0.0369,210,1.1183,0.9895,Y,0.0383,,,0.9966,N,,18,1.1538,0.9888,N,0.0038,
110194,1.0000,0.00%,0.2070,3,0.9652,4,1.0323,0.9958,N,0.0060,15,0.9961,0.9924,N,0.0199,19,1.0184,0.9955,N,0.0304,41,0.9901,0.9912,N,0.0580,,,0.9943,N,,,,0.9963,N,,
110198,0.9989,0.11%,0.0817,1,0.9652,80,1.0380,0.9957,Y,0.0140,37,1.0866,0.9940,Y,0.0042,229,1.0021,0.9947,Y,0.0273,291,0.9793,0.9944,N,0.0407,,,0.9982,N,,6,1.0482,0.9913,N,0.0011,
110200,0.9994,0.06%,0.0859,1,0.9652,16,0.9776,0.9957,N,0.0030,63,0.9940,0.9940,N,0.0103,172,0.9760,0.9947,N,0.0335,194,0.9570,0.9944,N,0.0445,,,0.9982,N,,42,1.0387,0.9913,Y,0.0131,
110201,0.9959,0.41%,0.1409,1,0.9652,13,0.9770,0.9957,N,0.0058,17,1.0037,0.9940,N,0.0062,89,1.0974,0.9947,Y,0.0412,86,0.9287,0.9944,N,0.0435,1,0.9967,0.9982,N,0.0022,18,1.0538,0.9913,N,0.0141,
110215,0.9924,0.76%,0.1278,1,0.9652,159,0.9389,0.9957,N,0.0133,125,1.0668,0.9940,Y,0.0071,679,1.0656,0.9947,Y,0.0456,457,1.0784,0.9944,Y,0.0400,,,0.9982,N,,56,1.1365,0.9913,Y,0.0050,
110225,0.9998,0.02%,0.1152,1,0.9652,9,0.9922,0.9957,N,0.0017,58,0.9819,0.9940,N,0.0091,254,0.9986,0.9947,Y,0.0485,260,0.9173,0.9944,N,0.0657,,,0.9982,N,,6,1.0482,0.9913,N,0.0019,
110226,0.9977,0.23%,0.2542,4,0.9652,4,0.9864,0.9972,N,0.0020,22,0.9557,0.9969,N,0.0073,73,1.0771,1.0032,Y,0.0323,50,0.9690,1.0002,N,0.0221,,,1.0061,N,,,,0.9901,N,,
